fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff_info
anthro_7-0-0 taxon ns2:taxon_common taxonCitation,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonCitation,Taxonomic Name Information,"",Citation,taxonCitationList,taxonCitation,string,n,y,n,authority: citation/local; authority: citation/worldcat,"",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonCitation,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonCitation,Taxonomic Name Information,"",Citation,taxonCitationList,taxonCitation,string,n,y,n,authority: citation/local; authority: citation/worldcat,"",
anthro_7-0-0 taxon ns2:taxon_common taxonNote,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonNote,Taxonomic Name Information,"",Note,"",taxonNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonNote,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonNote,Taxonomic Name Information,"",Note,"",taxonNote,string,n,n,n/a,"","",
anthro_7-0-0 taxon ns2:taxon_common commonName,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonName,Taxonomic Name Information,Common name,Common name,commonNameGroupList > commonNameGroup,commonName,string,n,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common commonName,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonName,Taxonomic Name Information,Common name,Common name,commonNameGroupList > commonNameGroup,commonName,string,n,n,y,"","",
anthro_7-0-0 taxon ns2:taxon_common commonNameLanguage,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameLanguage,Taxonomic Name Information,Common name,Common name language,commonNameGroupList > commonNameGroup,commonNameLanguage,string,n,n,y,vocabulary: languages,"",
ohc_1-0-18_7-2 taxon ns2:taxon_common commonNameLanguage,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameLanguage,Taxonomic Name Information,Common name,Common name language,commonNameGroupList > commonNameGroup,commonNameLanguage,string,n,n,y,vocabulary: languages,"",
anthro_7-0-0 taxon ns2:taxon_common commonNameSource,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameSource,Taxonomic Name Information,Common name,Common name source,commonNameGroupList > commonNameGroup,commonNameSource,string,n,n,y,authority: citation/local,"",
ohc_1-0-18_7-2 taxon ns2:taxon_common commonNameSource,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameSource,Taxonomic Name Information,Common name,Common name source,commonNameGroupList > commonNameGroup,commonNameSource,string,n,n,y,authority: citation/local,"",
anthro_7-0-0 taxon ns2:taxon_common commonNameSourceDetail,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameSourceDetail,Taxonomic Name Information,Common name,Common name source detail,commonNameGroupList > commonNameGroup,commonNameSourceDetail,string,n,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common commonNameSourceDetail,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameSourceDetail,Taxonomic Name Information,Common name,Common name source detail,commonNameGroupList > commonNameGroup,commonNameSourceDetail,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_common claimNumber,anthro_7-0-0,claim,ns2:claims_common,ns2:claims_common,claims_common.claimNumber,Claim Information,"",Claim number,"",claimNumber,string,y,n,n/a,"","",
ohc_1-0-18_7-2 claim ns2:claims_common claimNumber,ohc_1-0-18_7-2,claim,ns2:claims_common,ns2:claims_common,claims_common.claimNumber,Claim Information,"",Claim number,"",claimNumber,string,y,n,n/a,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimName,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimName,Claim Information,"",Claim name,"",nagpraClaimName,string,n,n,n/a,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimName,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimName,Claim Information,"",Claim name,"",nagpraClaimName,string,n,n,n/a,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimAltName,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimAltName,Claim Information,Alternate name/number,Alternate name/number,nagpraClaimAltNameGroupList > nagpraClaimAltNameGroup,nagpraClaimAltName,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimAltName,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimAltName,Claim Information,Alternate name/number,Alternate name/number,nagpraClaimAltNameGroupList > nagpraClaimAltNameGroup,nagpraClaimAltName,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimAltNameNote,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimAltNameNote,Claim Information,Alternate name/number,Alternate name/number note,nagpraClaimAltNameGroupList > nagpraClaimAltNameGroup,nagpraClaimAltNameNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimAltNameNote,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimAltNameNote,Claim Information,Alternate name/number,Alternate name/number note,nagpraClaimAltNameGroupList > nagpraClaimAltNameGroup,nagpraClaimAltNameNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_common claimFiledBy,anthro_7-0-0,claim,ns2:claims_common,ns2:claims_common,claims_common.claimFiledBy,Claim Information,Claimant,Claim filed by,claimantGroupList > claimantGroup,claimFiledBy,string,n,n,y,authority: person/local; authority: organization/local,"",
ohc_1-0-18_7-2 claim ns2:claims_common claimFiledBy,ohc_1-0-18_7-2,claim,ns2:claims_common,ns2:claims_common,claims_common.claimFiledBy,Claim Information,Claimant,Claim filed by,claimantGroupList > claimantGroup,claimFiledBy,string,n,n,y,authority: person/local; authority: organization/local,"",
anthro_7-0-0 claim ns2:claims_common claimFiledOnBehalfOf,anthro_7-0-0,claim,ns2:claims_common,ns2:claims_common,claims_common.claimFiledOnBehalfOf,Claim Information,Claimant,Claim filed on behalf of,claimantGroupList > claimantGroup,claimFiledOnBehalfOf,string,n,n,y,authority: person/local; authority: organization/local,"",
ohc_1-0-18_7-2 claim ns2:claims_common claimFiledOnBehalfOf,ohc_1-0-18_7-2,claim,ns2:claims_common,ns2:claims_common,claims_common.claimFiledOnBehalfOf,Claim Information,Claimant,Claim filed on behalf of,claimantGroupList > claimantGroup,claimFiledOnBehalfOf,string,n,n,y,authority: person/local; authority: organization/local,"",
anthro_7-0-0 claim ns2:claims_common claimantNote,anthro_7-0-0,claim,ns2:claims_common,ns2:claims_common,claims_common.claimantNote,Claim Information,Claimant,Claimant note,claimantGroupList > claimantGroup,claimantNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_common claimantNote,ohc_1-0-18_7-2,claim,ns2:claims_common,ns2:claims_common,claims_common.claimantNote,Claim Information,Claimant,Claimant note,claimantGroupList > claimantGroup,claimantNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimType,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimType,Claim Information,"",Claim type,nagpraClaimTypes,nagpraClaimType,string,n,y,n,vocabulary: nagpraclaimtype,"",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimType,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimType,Claim Information,"",Claim type,nagpraClaimTypes,nagpraClaimType,string,n,y,n,vocabulary: nagpraclaimtype,"",
anthro_7-0-0 claim ns2:claims_common claimReceivedDate,anthro_7-0-0,claim,ns2:claims_common,ns2:claims_common,claims_common.claimReceivedDate,Claim Information,Claim filed,Claim filed date,claimReceivedGroupList > claimReceivedGroup,claimReceivedDate,date,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_common claimReceivedDate,ohc_1-0-18_7-2,claim,ns2:claims_common,ns2:claims_common,claims_common.claimReceivedDate,Claim Information,Claim filed,Claim filed date,claimReceivedGroupList > claimReceivedGroup,claimReceivedDate,date,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_common claimReceivedNote,anthro_7-0-0,claim,ns2:claims_common,ns2:claims_common,claims_common.claimReceivedNote,Claim Information,Claim filed,Claim filed note,claimReceivedGroupList > claimReceivedGroup,claimReceivedNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_common claimReceivedNote,ohc_1-0-18_7-2,claim,ns2:claims_common,ns2:claims_common,claims_common.claimReceivedNote,Claim Information,Claim filed,Claim filed note,claimReceivedGroupList > claimReceivedGroup,claimReceivedNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimNote,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimNote,Claim Information,"",Note,nagpraClaimNotes,nagpraClaimNote,string,n,y,n,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimNote,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimNote,Claim Information,"",Note,nagpraClaimNotes,nagpraClaimNote,string,n,y,n,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimSiteName,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSiteName,Claim Context,Site/place involved,Site/place involved name,nagpraClaimSiteGroupList > nagpraClaimSiteGroup,nagpraClaimSiteName,string,n,n,y,authority: place/local,"",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimSiteName,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSiteName,Claim Context,Site/place involved,Site/place involved name,nagpraClaimSiteGroupList > nagpraClaimSiteGroup,nagpraClaimSiteName,string,n,n,y,authority: place/local,"",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimSiteNote,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSiteNote,Claim Context,Site/place involved,Site/place involved note,nagpraClaimSiteGroupList > nagpraClaimSiteGroup,nagpraClaimSiteNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimSiteNote,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSiteNote,Claim Context,Site/place involved,Site/place involved note,nagpraClaimSiteGroupList > nagpraClaimSiteGroup,nagpraClaimSiteNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimGroupName,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimGroupName,Claim Context,Cultural group involved,Cultural group involved name,nagpraClaimGroupGroupList > nagpraClaimGroupGroup,nagpraClaimGroupName,string,n,n,y,authority: concept/ethculture; authority: concept/archculture,"",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimGroupName,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimGroupName,Claim Context,Cultural group involved,Cultural group involved name,nagpraClaimGroupGroupList > nagpraClaimGroupGroup,nagpraClaimGroupName,string,n,n,y,authority: concept/ethculture; authority: concept/archculture,"",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimGroupNote,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimGroupNote,Claim Context,Cultural group involved,Cultural group involved note,nagpraClaimGroupGroupList > nagpraClaimGroupGroup,nagpraClaimGroupNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimGroupNote,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimGroupNote,Claim Context,Cultural group involved,Cultural group involved note,nagpraClaimGroupGroupList > nagpraClaimGroupGroup,nagpraClaimGroupNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimPeriodDateGroup,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimPeriodDateGroup,Claim Context,Time period represented,Time period represented date,nagpraClaimPeriodGroupList > nagpraClaimPeriodGroup,nagpraClaimPeriodDateGroup,structured date group,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimPeriodDateGroup,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimPeriodDateGroup,Claim Context,Time period represented,Time period represented date,nagpraClaimPeriodGroupList > nagpraClaimPeriodGroup,nagpraClaimPeriodDateGroup,structured date group,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimPeriodNote,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimPeriodNote,Claim Context,Time period represented,Time period represented note,nagpraClaimPeriodGroupList > nagpraClaimPeriodGroup,nagpraClaimPeriodNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimPeriodNote,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimPeriodNote,Claim Context,Time period represented,Time period represented note,nagpraClaimPeriodGroupList > nagpraClaimPeriodGroup,nagpraClaimPeriodNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimInitialResponseDate,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimInitialResponseDate,Claim Processing Information,Initial response,Initial response date,nagpraClaimInitialResponseGroupList > nagpraClaimInitialResponseGroup,nagpraClaimInitialResponseDate,date,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimInitialResponseDate,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimInitialResponseDate,Claim Processing Information,Initial response,Initial response date,nagpraClaimInitialResponseGroupList > nagpraClaimInitialResponseGroup,nagpraClaimInitialResponseDate,date,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimInitialResponseNote,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimInitialResponseNote,Claim Processing Information,Initial response,Initial response note,nagpraClaimInitialResponseGroupList > nagpraClaimInitialResponseGroup,nagpraClaimInitialResponseNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimInitialResponseNote,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimInitialResponseNote,Claim Processing Information,Initial response,Initial response note,nagpraClaimInitialResponseGroupList > nagpraClaimInitialResponseGroup,nagpraClaimInitialResponseNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimSentToLocalDate,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSentToLocalDate,Claim Processing Information,Sent to NAGPRA committee,Sent to NAGPRA committee date,nagpraClaimSentToLocalGroupList > nagpraClaimSentToLocalGroup,nagpraClaimSentToLocalDate,date,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimSentToLocalDate,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSentToLocalDate,Claim Processing Information,Sent to NAGPRA committee,Sent to NAGPRA committee date,nagpraClaimSentToLocalGroupList > nagpraClaimSentToLocalGroup,nagpraClaimSentToLocalDate,date,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimSentToLocalNote,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSentToLocalNote,Claim Processing Information,Sent to NAGPRA committee,Sent to NAGPRA committee note,nagpraClaimSentToLocalGroupList > nagpraClaimSentToLocalGroup,nagpraClaimSentToLocalNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimSentToLocalNote,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSentToLocalNote,Claim Processing Information,Sent to NAGPRA committee,Sent to NAGPRA committee note,nagpraClaimSentToLocalGroupList > nagpraClaimSentToLocalGroup,nagpraClaimSentToLocalNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimLocalRecDate,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimLocalRecDate,Claim Processing Information,Recommendation of NAGPRA committee,Recommendation of NAGPRA committee date,nagpraClaimLocalRecGroupList > nagpraClaimLocalRecGroup,nagpraClaimLocalRecDate,date,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimLocalRecDate,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimLocalRecDate,Claim Processing Information,Recommendation of NAGPRA committee,Recommendation of NAGPRA committee date,nagpraClaimLocalRecGroupList > nagpraClaimLocalRecGroup,nagpraClaimLocalRecDate,date,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimLocalRecNote,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimLocalRecNote,Claim Processing Information,Recommendation of NAGPRA committee,Recommendation of NAGPRA committee note,nagpraClaimLocalRecGroupList > nagpraClaimLocalRecGroup,nagpraClaimLocalRecNote,string,n,n,y,"","",
ohc_1-0-18_7-2 claim ns2:claims_nagpra nagpraClaimLocalRecNote,ohc_1-0-18_7-2,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimLocalRecNote,Claim Processing Information,Recommendation of NAGPRA committee,Recommendation of NAGPRA committee note,nagpraClaimLocalRecGroupList > nagpraClaimLocalRecGroup,nagpraClaimLocalRecNote,string,n,n,y,"","",
anthro_7-0-0 claim ns2:claims_nagpra nagpraClaimSentToNatlDate,anthro_7-0-0,claim,ns2:claims_nagpra,ns2:claims_nagpra,claims_nagpra.nagpraClaimSentToNatlDate,Claim Processing Information,Sent to National NAGPRA,Sent to National NAGPRA date,nagpraClaimSentToNatlGroupList > nagpraClaimSentToNatlGroup,nagpraClaimSentToNatlDate,date,n,n,y,"","",
